Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",0,,Fire outlook,,,(Code table 4.224),Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",1,,Fire outlook due to dry thunderstorm,,,(Code table 4.224),Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",2,,Haines index,,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",3,,Fire burned area,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",4,,Fosberg index,(see Note 1),87,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",5,,Forest Fire Weather Index (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",6,,Fine Fuel Moisture Code (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",7,,Duff Moisture Code (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",8,,Drought Code (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",9,,Initial Fire Spread Index (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",10,,Fire Buildup Index (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",11,,Fire Daily Severity Rating (as defined by the Canadian Forest Service),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",12,,Keetch-Byram drought index,,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",13,,Drought factor (as defined by the Australian forest service ),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",14,,Rate of spread (as defined by the Australian forest service ),,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",15,,Fire danger index (as defined by the Australian forest service ),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",16,,Spread component (as defined by the US Forest Service National Fire Danger Rating System),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",17,,Burning index (as defined by the US Forest Service National Fire Danger Rating System),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",18,,Ignition component (as defined by the US Forest Service National Fire Danger Rating System),,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",19,,Energy release component (as defined by the US Forest Service National Fire Danger Rating System),,,Joule/m2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",20,,Burning area,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",21,,Burnable area,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",22,,Unburnable area,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",23,,Fuel load,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",24,,Combustion completeness,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",25,,Fuel moisture content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",26,,Wildfire potential (as defined by the US NOAA Global Systems Laboratory),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",27,,Live leaf fuel load,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",28,,Live wood fuel load,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",29,,Dead leaf fuel load,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",30,,Dead wood fuel load,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",31,,Live fuel moisture content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",32,,Fine dead leaf moisture content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",33,,Dense dead leaf moisture content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",34,,Fine dead wood moisture content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",35,,Dense dead wood moisture content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",36,,Fire radiative power,,,W,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",37,,Live fuel moisture content in low vegetation,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",38,,Live fuel moisture content in high vegetation,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",39,,Mean height of maximum injection,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",40,,Injection height,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",41,,Plume bottom height,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",42,,Plume top height,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",43,,Probability of fire detection,(see Note 2),184,%,Operation
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",44,,Probability of ignition from lightning,(see Note 3),185,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",45-191,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",192-254,,Reserved for local use,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",255,,Missing,,,,Operational
