Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",13,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",17,1,Minutes after reference time of data cut-off,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",24,1,Scale factor of first fixed surface,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",25-28,4,Scaled value of first fixed surface,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",30,1,Scale factor of second fixed surface,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",31-34,4,Scaled value of second fixed surface,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",35,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",36-39,4,Perturbation number,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",40-43,4,Number of forecasts in ensemble,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",44-45,2,Year of model version date,(see Note 3),127,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",46,1,Month of model version date,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",47,1,Day of model version date,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",48,1,Hour of model version date,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",49,1,Minute of model version date,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",50,1,Second of model version date,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",51-52,2,Year of end of overall time interval,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",53,1,Month of end of overall time interval,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",54,1,Day of end of overall time interval,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",55,1,Hour of end of overall time interval,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",56,1,Minute of end of overall time interval,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",57,1,Second of end of overall time interval,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",58,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",59-62,4,Total number of data values missing in statistical process,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,63-74   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",63,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",64,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",65,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",66-69,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",70,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",71-74,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 4 and 5),"7,99",,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,"75-nn   These octets are included only if n > 1, where nn = 62 + 12 x n",,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",75-86,12,"As octets 63 to 74, next innermost step of processing",,,,,Operational
"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",87-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 63 to 74, repeated as necessary",,,,,Operational
